Year,Date,Time,GameType,Team1,Team2,Network,Rating,Viewers,Notes
2015,,,Regular Season,Clemson,Syracuse,ABC,3.3,5.175,
2015,,,Regular Season,Ohio State,Illinois,ABC,2.6,4.079,
2015,,,Regular Season,Arkansas,LSU,ESPN,2.2,3.638,
2015,,,Regular Season,Georgia,Auburn,CBS,1.9,2.955,
2015,,,Regular Season,Oregon,Stanford,FOX,1.7,2.795,
2015,,,Regular Season,Wake Forest,Notre Dame,NBC,1.3,1.942,
2015,,,Regular Season,Washington State,UCLA,ESPN,1.3,1.923,
2015,,,Regular Season,Oklahoma State,Iowa State,ESPN,,1.741,
2015,,,Regular Season,Florida,South Carolina,ESPN,,1.736,
2015,,,Regular Season,Maryland,Michigan State,ESPN2,,1.006,
2015,,,Regular Season,Memphis,Houston,ESPN2,0.5,0.748,
2015,,,Regular Season,Michigan,Indiana,ESPN2,,0.735,
2015,,,Regular Season,Clemson,Syracuse,ESPN2,,0.735,
2015,,,Regular Season,Texas,West Virginia,ESPNU,,0.685,
2015,,,Regular Season,Utah,Arizona,FS1,,0.575,
2015,,,Regular Season,Kansas State,Texas Tech,FS1,,0.414,
2015,,,Regular Season,Kansas,TCU,FS1,,0.398,
2015,,,Regular Season,Miami (FL),North Carolina,ESPNU,,0.367,
2015,,,Regular Season,W. Carolina,Texas A&M,ESPNU,,0.296,
2015,,,Regular Season,Pittsburgh,Duke,ESPNEWS,,0.245,
2015,,,Regular Season,New Mexico,Boise State,ESPNU,,0.235,
2015,,,Regular Season,Tulsa,Cincinnati,ESPNEWS,,0.061,
2015,,,Regular Season,Northern Illinois,Toledo,ESPN2,,0.856,
2015,,,Regular Season,Ohio,Bowling Green,ESPN2,,0.622,
2015,,,Regular Season,Baylor,Kansas State,FS1,,1.189,
2015,,,Regular Season,Mississippi State,Missouri,ESPN,,1.189,
2015,,,Regular Season,Nevada,Fresno State,ESPN2,,0.261,
2015,,,Regular Season,Arkansas State,Appalachian State,ESPNU,,0.2,
2015,,,Regular Season,Temple,SMU,ESPN2,,1.08,
2015,,,Regular Season,LSU,Alabama,CBS,6.4,11.063,
2015,,,Regular Season,Florida State,Clemson,ABC,4.7,7.563,
2015,,,Regular Season,Minnesota,Ohio State,ABC,2.7,4.729,
2015,,,Regular Season,Notre Dame,Pittsburgh,ABC,2.5,3.844,
2015,,,Regular Season,Michigan State,Nebraska,ESPN,2,3.47,
2015,,,Regular Season,Arkansas,Ole Miss,CBS,2,2.977,
2015,,,Regular Season,Vanderbilt,Florida,ESPN,1.8,2.736,
2015,,,Regular Season,TCU,Oklahoma State,FOX,1.6,2.376,
2015,,,Regular Season,Iowa,Indiana,ESPN,,1.883,
2015,,,Regular Season,Arizona,USC,ESPN,,1.528,
2015,,,Regular Season,Utah,Washington,FOX,0.9,1.518,
2015,,,Regular Season,Penn State,Northwestern,ESPNU,,0.876,
2015,,,Regular Season,California,Oregon,ESPN2,,0.851,
2015,,,Regular Season,Duke,North Carolina,ESPN2,,0.742,
2015,,,Regular Season,Texas Tech,West Virginia,FS1,,0.71,
2015,,,Regular Season,Navy,Memphis,ESPN2,,0.653,
2015,,,Regular Season,Iowa State,Oklahoma,ESPNU,,0.554,
2015,,,Regular Season,Cincinnati,Houston,ESPN2,,0.396,
2015,,,Regular Season,Arizona State,Washington State,FS1,,0.384,
2015,,,Regular Season,Army,Air Force,ESPNU,,0.248,
2015,,,Regular Season,UConn,Tulane,ESPNEWS,,0.13,
2015,,,Regular Season,UCF,Tulsa,ESPNEWS,,0.067,
2015,,,Regular Season,Oregon,Arizona State,ESPN,1.1,1.519,
2015,,,Regular Season,North Carolina,Pittsburgh,ESPN,,1.247,
2015,,,Regular Season,West Virginia,TCU,FS1,,0.916,
2015,,,Regular Season,Texas State,Georgia Southern,ESPNU,,0.107,
2015,,,Regular Season,Louisville,Wake Forest,ESPN2,,0.629,
2015,,,Regular Season,Wyoming,Utah State,ESPN2,,0.425,
2015,,,Regular Season,East Carolina,UConn,ESPNU,,0.188,
2015,,,Regular Season,Louisiana Tech,Rice,FS1,,0.113,
2015,,,Regular Season,Notre Dame,Temple,ABC,3.6,5.977,
2015,,,Regular Season,Georgia,Florida,CBS,3.1,5.015,
2015,,,Regular Season,Michigan,Minnesota,ESPN,2.2,3.681,
2015,,,Regular Season,Maryland,Iowa,ABC,2.3,3.498,
2015,,,Regular Season,Clemson,NC State,ABC,2.3,3.498,
2015,,,Regular Season,Ole Miss,Auburn,ESPN,2.3,3.495,
2015,,,Regular Season,Syracuse,Florida State,ABC,1.8,2.588,
2015,,,Regular Season,Oklahoma State,Texas Tech,ESPN,1.7,2.513,
2015,,,Regular Season,Stanford,Washington State,ESPN,1.5,2.306,
2015,,,Regular Season,USC,California,FOX,1.2,1.854,
2015,,,Regular Season,Illinois,Penn State,ESPN2,,0.939,
2015,,,Regular Season,Nebraska,Purdue,ESPNU,,0.849,
2015,,,Regular Season,Texas,Iowa State,FS1,,0.742,
2015,,,Regular Season,Maryland,Iowa,ESPN2,,0.73,
2015,,,Regular Season,Clemson,NC State,ESPN2,,0.73,
2015,,,Regular Season,Miami (FL),Duke,ESPNU,,0.49,
2015,,,Regular Season,Oklahoma,Kansas,FS1,,0.482,
2015,,,Regular Season,Vanderbilt,Houston,ESPN2,,0.392,
2015,,,Regular Season,Arizona,Washington,FS1,,0.384,
2015,,,Regular Season,Boise State,UNLV,ESPNU,,0.287,
2015,,,Regular Season,UCF,Cincinnati,ESPNEWS,,0.101,
2015,,,Regular Season,Tulsa,SMU,ESPNEWS,,0.063,
2015,,,Regular Season,Louisiana,Arkansas State,ESPN2,,0.351,
2015,,,Regular Season,California,UCLA,ESPN,,1.059,
2015,,,Regular Season,Temple,East Carolina,ESPN2,,0.679,
2015,,,Regular Season,Georgia Southern,Appalachian State,ESPNU,,0.19,
2015,,,Regular Season,Memphis,Tulsa,ESPN,,1.216,
2015,,,Regular Season,Utah State,San Diego State,ESPN2,,0.368,
2015,,,Regular Season,Tennessee,Alabama,CBS,4.3,6.965,
2015,,,Regular Season,Ohio State,Rutgers,ABC,3,5.29,
2015,,,Regular Season,Indiana,Michigan State,ABC,3.1,4.869,
2015,,,Regular Season,Texas Tech,Oklahoma,ABC,3.1,4.869,
2015,,,Regular Season,Utah,USC,FOX,2.1,3.344,
2015,,,Regular Season,Texas A&M,Ole Miss,ESPN,1.7,2.775,
2015,,,Regular Season,Clemson,Miami (FL),ABC,1.8,2.634,
2015,,,Regular Season,Washington,Stanford,ESPN,1.4,2.098,
2015,,,Regular Season,Florida State,Georgia Tech,ESPN2,,1.943,
2015,,,Regular Season,Northwestern,Nebraska,ESPN2,,1.747,
2015,,,Regular Season,Iowa State,Baylor,ESPN,,1.653,
2015,,,Regular Season,Penn State,Maryland,ESPN,,1.52,
2015,,,Regular Season,Western Kentucky,LSU,ESPNU,,1.247,
2015,,,Regular Season,Kansas State,Texas,FS1,,0.904,
2015,,,Regular Season,Texas Tech,Oklahoma,ESPN2,,0.876,
2015,,,Regular Season,Indiana,Michigan State,ESPN2,,0.876,
2015,,,Regular Season,Duke,Virginia Tech,ESPNU,,0.722,
2015,,,Regular Season,Wyoming,Boise State,ESPN2,,0.605,
2015,,,Regular Season,Pittsburgh,Syracuse,ESPNU,,0.589,
2015,,,Regular Season,Kansas,Oklahoma State,FS1,,0.433,
2015,,,Regular Season,Houston,UCF,ESPNEWS,,0.171,
2015,,,Regular Season,SMU,South Florida,ESPNEWS,,0.086,
2015,,,Regular Season,Arkansas State,South Alabama,ESPN2,,0.287,
2015,,,Regular Season,Auburn,Kentucky,ESPN,,2.226,
2015,,,Regular Season,UCLA,Stanford,ESPN,,1.326,
2015,,,Regular Season,Cincinnati,Brigham Young,ESPN,,1.468,
2015,,,Regular Season,UNLV,Fresno State,ESPN2,,0.358,
2015,,,Regular Season,Houston,Tulane,ESPNU,,0.185,
2015,,,Regular Season,Michigan State,Michigan,ESPN,4.5,7.398,
2015,,,Regular Season,Florida,LSU,ESPN,3.9,6.777,
2015,,,Regular Season,Penn State,Ohio State,ABC,3.3,5.867,
2015,,,Regular Season,Alabama,Texas A&M,CBS,3.6,5.761,
2015,,,Regular Season,USC,Notre Dame,NBC,2.5,3.958,
2015,,,Regular Season,Ole Miss,Memphis,ABC,2.3,3.311,
2015,,,Regular Season,Iowa,Northwestern,ABC,2.3,3.311,
2015,,,Regular Season,Arizona State,Utah,ESPN,1.9,3.059,
2015,,,Regular Season,Louisville,Florida State,ESPN,1.9,2.852,
2015,,,Regular Season,West Virginia,Baylor,FOX,,2.195,
2015,,,Regular Season,Oklahoma,Kansas State,ABC,1.1,1.565,
2015,,,Regular Season,Oregon,Washington,ESPN2,,1.211,
2015,,,Regular Season,Nebraska,Minnesota,ESPN2,,0.97,
2015,,,Regular Season,TCU,Iowa State,ESPN2,,0.849,
2015,,,Regular Season,Iowa,Northwestern,ESPN2,,0.504,
2015,,,Regular Season,Ole Miss,Memphis,ESPN2,,0.504,
2015,,,Regular Season,Boston College,Clemson,ESPNU,,0.465,
2015,,,Regular Season,Virginia Tech,Miami (FL),ESPNU,,0.437,
2015,,,Regular Season,Texas Tech,Kansas,FS1,,0.417,
2015,,,Regular Season,Arizona,Colorado,FS1,,0.288,
2015,,,Regular Season,South Florida,UConn,ESPNU,,0.121,
2015,,,Regular Season,San Diego State,San Jose State,ESPNU,,0.071,
2015,,,Regular Season,Tulsa,East Carolina,ESPNEWS,,0.062,
2015,,,Regular Season,Washington,USC,ESPN,1,1.446,
2015,,,Regular Season,SMU,Houston,ESPN2,,0.356,
2015,,,Regular Season,NC State,Virginia Tech,ESPN,1.1,1.523,
2015,,,Regular Season,Texas,Oklahoma,ABC,3.3,4.992,
2015,,,Regular Season,Georgia,Tennessee,CBS,3,4.884,
2015,,,Regular Season,Arkansas,Alabama,ESPN,2.9,4.835,
2015,,,Regular Season,Miami (FL),Florida State,ABC,2.3,3.502,
2015,,,Regular Season,Wisconsin,Nebraska,ABC,2.2,3.466,
2015,,,Regular Season,Georgia Tech,Clemson,ABC,2.2,3.466,
2015,,,Regular Season,California,Utah,ESPN,1.8,2.82,
2015,,,Regular Season,TCU,Kansas State,FOX,1.8,2.784,
2015,,,Regular Season,Navy,Notre Dame,NBC,1.7,2.639,
2015,,,Regular Season,LSU,South Carolina,ESPN,,2.6,
2015,,,Regular Season,Indiana,Penn State,ESPN,,1.535,
2015,,,Regular Season,Oklahoma State,West Virginia,ESPN2,,1.157,
2015,,,Regular Season,Illinois,Iowa,ESPN2,,1.021,
2015,,,Regular Season,Wisconsin,Nebraska,ESPN2,,0.706,
2015,,,Regular Season,Georgia Tech,Clemson,ESPN2,,0.706,
2015,,,Regular Season,Oregon State,Arizona,FS1,,0.299,
2015,,,Regular Season,East Carolina,Brigham Young,ESPNU,,0.273,
2015,,,Regular Season,Wyoming,Air Force,ESPN2,,0.257,
2015,,,Regular Season,Minnesota,Purdue,ESPNU,,0.242,
2015,,,Regular Season,Baylor,Kansas,FS1,,0.236,
2015,,,Regular Season,UConn,UCF,ESPNEWS,,0.111,
2015,,,Regular Season,Tulane,Temple,ESPNU,,0.09,
2015,,,Regular Season,Miami (FL),Cincinnati,ESPN,,1.348,
2015,,,Regular Season,UConn,Brigham Young,ESPN2,,1.24,
2015,,,Regular Season,Memphis,South Florida,ESPN2,,1.155,
2015,,,Regular Season,Notre Dame,Clemson,ABC,4.5,7.647,
2015,,,Regular Season,Ohio State,Indiana,ABC,4.3,7.298,
2015,,,Regular Season,Texas Tech,Baylor,ABC,4.3,7.298,
2015,,,Regular Season,Alabama,Georgia,CBS,4.2,7.045,
2015,,,Regular Season,Ole Miss,Florida,ESPN,2.1,3.745,
2015,,,Regular Season,Texas,TCU,ABC,1.8,2.768,
2015,,,Regular Season,Iowa,Wisconsin,ESPN,,2.637,
2015,,,Regular Season,Arkansas,Tennessee,ESPN2,1.2,2.291,
2015,,,Regular Season,Oregon,Colorado,ESPN,,2.231,
2015,,,Regular Season,Arizona State,UCLA,FOX,1.4,2.162,
2015,,,Regular Season,Florida State,Wake Forest,ESPN,,1.273,
2015,,,Regular Season,Purdue,Michigan State,ESPN2,,1.266,
2015,,,Regular Season,West Virginia,Oklahoma,FS1,,1.238,
2015,,,Regular Season,Ohio State,Indiana,ESPN2,,0.931,
2015,,,Regular Season,Texas Tech,Baylor,ESPN2,,0.931,
2015,,,Regular Season,Kansas State,Oklahoma State,FS1,,0.847,
2015,,,Regular Season,Eastern Michigan,LSU,ESPNU,,0.763,
2015,,,Regular Season,Hawaii,Boise State,ESPN2,,0.61,
2015,,,Regular Season,Army,Penn State,ESPNU,,0.589,
2015,,,Regular Season,North Carolina,Georgia Tech,ESPNU,,0.386,
2015,,,Regular Season,East Carolina,SMU,ESPNEWS,,0.086,
2015,,,Regular Season,Tulane,UCF,ESPNEWS,,0.073,
2015,,,Regular Season,Cincinnati,Memphis,ESPN,,1.242,
2015,,,Regular Season,Boise State,Virginia,ESPN,,1.752,
2015,,,Regular Season,Stanford,Oregon State,FS1,,0.775,
2015,,,Regular Season,Tennessee,Florida,CBS,2.9,4.641,
2015,,,Regular Season,Western Michigan,Ohio State,ABC,2.4,3.721,
2015,,,Regular Season,East Carolina,Virginia Tech,ABC,2.4,3.721,
2015,,,Regular Season,LSU,Syracuse,ESPN,2.1,3.204,
2015,,,Regular Season,Texas A&M,Arkansas,ESPN,1.9,3.112,
2015,,,Regular Season,Brigham Young,Michigan,ABC,2,3.071,
2015,,,Regular Season,Utah,Oregon,FOX,1.8,2.975,
2015,,,Regular Season,TCU,Texas Tech,FOX,1.7,2.77,
2015,,,Regular Season,Oklahoma State,Texas,ESPN,1.6,2.403,
2015,,,Regular Season,UCLA,Arizona,ABC,1.6,2.386,
2015,,,Regular Season,Mississippi State,Auburn,ESPN2,1.2,2.164,
2015,,,Regular Season,USC,Arizona State,ESPN,1.4,2.144,
2015,,,Regular Season,UMass,Notre Dame,NBC,1.3,1.964,
2015,,,Regular Season,Georgia Tech,Duke,ESPN2,,0.775,
2015,,,Regular Season,Southern Mississippi,Nebraska,ESPNEWS,,0.594,
2015,,,Regular Season,Western Michigan,Ohio State,ESPN2,,0.579,
2015,,,Regular Season,East Carolina,Virginia Tech,ESPN2,,0.579,
2015,,,Regular Season,Vanderbilt,Ole Miss,ESPNU,,0.499,
2015,,,Regular Season,Maryland,West Virginia,FS1,,0.408,
2015,,,Regular Season,UCF,South Carolina,ESPNU,,0.38,
2015,,,Regular Season,North Texas,Iowa,ESPNU,,0.348,
2015,,,Regular Season,NC State,South Alabama,ESPNEWS,,0.153,
2015,,,Regular Season,Middle Tennessee,Illinois,ESPNEWS,,0.144,
2015,,,Regular Season,Maryland,West Virginia,FS2*,,0.119,
2015,,,Regular Season,Clemson,Louisville,ESPN,,1.938,
2015,,,Regular Season,Florida State,Boston College,ESPN,2.1,3.148,
2015,,,Regular Season,Ole Miss,Alabama,ESPN,4.6,7.605,
2015,,,Regular Season,Northern Illinois,Ohio State,ABC,3.3,5.254,
2015,,,Regular Season,Auburn,LSU,CBS,2.6,4.228,
2015,,,Regular Season,Georgia Tech,Notre Dame,NBC,2.4,3.7,
2015,,,Regular Season,Stanford,USC,ABC,2.2,3.504,
2015,,,Regular Season,South Carolina,Georgia,ESPN,1.9,3.189,
2015,,,Regular Season,Air Force,Michigan State,ABC,1.7,2.531,
2015,,,Regular Season,California,Texas,FOX,1.4,2.282,
2015,,,Regular Season,Texas Tech,Arkansas,ESPN2,,1.914,
2015,,,Regular Season,UConn,Missouri,ESPN,,1.903,
2015,,,Regular Season,Brigham Young,UCLA,FS1,,0.946,
2015,,,Regular Season,Nebraska,Miami (FL),ESPN2,,0.926,
2015,,,Regular Season,Western Carolina,Tennessee,ESPNU,,0.844,
2015,,,Regular Season,Tulsa,Oklahoma,FS1,,0.668,
2015,,,Regular Season,Illinois,North Carolina,ESPN2,,0.59,
2015,,,Regular Season,UTSA,Oklahoma State,FS1,,0.563,
2015,,,Regular Season,Virginia Tech,Purdue,ESPNU,,0.522,
2015,,,Regular Season,South Florida,Maryland,ESPNU,,0.293,
2015,,,Regular Season,Iowa State,Toledo,ESPNEWS,,0.191,
2015,,,Regular Season,Western Kentucky,Indiana,ESPNEWS,,0.164,
2015,,,Regular Season,Louisiana Tech,Western Kentucky,FS1,,0.232,
2015,,,Regular Season,Utah State,Utah,ESPN2,,1.345,
2015,,,Regular Season,Miami (FL),Florida Atlantic,FS1,,0.666,
2015,,,Regular Season,Oregon,Michigan State,ABC,4.8,7.898,
2015,,,Regular Season,Notre Dame,Virginia,ABC,3.7,5.744,
2015,,,Regular Season,Oregon State,Michigan,ABC,,4.493,
2015,,,Regular Season,Oklahoma,Tennessee,ESPN,2.4,4.129,
2015,,,Regular Season,LSU,Mississippi State,ESPN,2,3.121,
2015,,,Regular Season,Georgia,Vanderbilt,CBS,1.7,2.571,
2015,,,Regular Season,South Florida,Florida State,ESPN,,2.216,
2015,,,Regular Season,Iowa,Iowa State,FOX,1.1,1.785,
2015,,,Regular Season,East Carolina,Florida,ESPN2,,1.046,
2015,,,Regular Season,Boise State,Brigham Young,ESPN2,,1.027,
2015,,,Regular Season,Buffalo,Penn State,ESPN2,,0.949,
2015,,,Regular Season,LSU,Mississippi State,ESPNU*,,0.936,
2015,,,Regular Season,Fresno State,Ole Miss,ESPN2,,0.63,
2015,,,Regular Season,Washington State,Rutgers,ESPNU,,0.461,
2015,,,Regular Season,Miami (OH),Wisconsin,ESPNU,,0.444,
2015,,,Regular Season,Ball State,Texas A&M,ESPNU,,0.42,
2015,,,Regular Season,Kansas State,UTSA,FS1,,0.338,
2015,,,Regular Season,S. F. Austin,TCU,FS1,,0.269,
2015,,,Regular Season,Temple,Cincinnati,ESPNEWS,,0.166,
2015,,,Regular Season,UCF,Stanford,FS1,,0.151,
2015,,,Regular Season,San Jose State,Air Force,ESPNU,,0.128,
2015,,,Regular Season,Indiana State,Purdue,ESPNEWS,,0.101,
2015,,,Regular Season,E. Illinois,Northwestern,ESPNEWS,,0.059,
2015,,,Regular Season,Iowa,Iowa State,FS2*,,0.01,
2015,,,Regular Season,North Carolina,South Carolina,ESPN,2.2,3.601,
2015,,,Regular Season,Michigan,Utah,FS1,1.7,2.868,
2015,,,Regular Season,TCU,Minnesota,ESPN,1.7,2.621,
2015,,,Regular Season,Oklahoma State,Central Michigan,ESPNU,,0.358,
2015,,,Regular Season,Washington,Boise State,ESPN,,2.058,
2015,,,Regular Season,Baylor,SMU,ESPN,,2.003,
2015,,,Regular Season,Michigan State,Western Michigan,ESPNU,,0.825,
2015,,,Regular Season,Charlotte,Georgia State,ESPNU,,0.174,
2015,,,Regular Season,Wisconsin,Alabama,ABC,4.3,7.967,
2015,,,Regular Season,Texas,Notre Dame,NBC,2.4,4.06,
2015,,,Regular Season,Louisville,Auburn,CBS,2.4,4.01,
2015,,,Regular Season,Stanford,Northwestern,ESPN,,3.214,
2015,,,Regular Season,Brigham Young,Nebraska,ABC,1.9,3.134,
2015,,,Regular Season,Arizona State,Texas A&M,ESPN,1.4,2.471,
2015,,,Regular Season,Penn State,Temple,ESPN,,1.912,
2015,,,Regular Season,Virginia,UCLA,FOX,0.9,1.35,
2015,,,Regular Season,Bowling Green,Tenneseee,ESPNEWS*,,0.754,
2015,,,Regular Season,Texas State,Florida State,ESPNEWS,,0.546,
2015,,,Regular Season,Mississippi State,Southern Mississippi,FS1,,0.511,
2015,,,Regular Season,UTEP,Arkansas,ESPNU,,0.417,
2015,,,Regular Season,Louisiana,Kentucky,ESPNU,,0.31,
2015,,,Regular Season,Richmond,Maryland,ESPNU,,0.307,
2015,,,Regular Season,S. Illinois,Indiana,ESPNEWS,,0.165,
2015,,,Regular Season,Norfolk State,Rutgers,ESPNEWS,,0.097,
2015,,,Regular Season,Purdue,Marshall,FS1,,0.688,
2015,,,Regular Season,Ohio State,Virginia Tech,ESPN,6,10.585,
2014,12/21/2020,11:00 AM,Bowl Season,Nevada,Louisiana,ESPN,1.6,2.25,
2014,12/22/2020,3:30 PM,Bowl Season,Utah,Colorado State,ABC,1.4,2.12,
2014,12/23/2020,2:20 PM,Bowl Season,Utah State,UTEP,ESPN,1.3,1.92,
2014,12/24/2020,5:45 PM,Bowl Season,Western Michigan,Air Force,ESPN,0.9,1.45,
2014,12/25/2020,9:15 PM,Bowl Season,South Alabama,Bowling Green,ESPN,0.7,1.11,
2014,12/22/2020,2:00 PM,Bowl Season,Brigham Young,Memphis,ESPN,0.9,1.32,
2014,12/23/2020,9:30 PM,Bowl Season,Navy,San Diego State,ESPN,1.6,2.46,
2014,12/23/2020,6:00 PM,Bowl Season,Marshall,Northern Illinois,ESPN,1.4,2.25,
2014,12/24/2020,8:00 PM,Bowl Season,Fresno State,Rice,ESPN,1.3,1.91,
2014,12/24/2020,12:00 PM,Bowl Season,Central Michigan,Western Kentucky,ESPN,1.1,1.5,
2014,12/26/2020,8:00 PM,Bowl Season,NC State,UCF,ESPN,2,3.27,
2014,12/26/2020,4:30 PM,Bowl Season,Rutgers,North Carolina,ESPN,1.8,2.87,
2014,12/26/2020,1:00 PM,Bowl Season,Illinois,Louisiana Tech,ESPN,1.5,2.34,
2014,12/27/2020,8:00 PM,Bowl Season,Nebraska,USC,ESPN,4,6.8,
2014,12/27/2020,3:30 PM,Bowl Season,Miami (FL),South Carolina,ABC,2.5,4.11,
2014,12/27/2020,4:30 PM,Bowl Season,Boston College,Penn State,ESPN,2.4,3.96,
2014,12/27/2020,2:00 PM,Bowl Season,Arizona State,Duke,CBS,2.3,3.56,
2014,12/27/2020,1:00 PM,Bowl Season,Cincinnati,Virginia Tech,ESPN,1.8,2.92,
2014,12/29/2020,9:00 PM,Bowl Season,Arkansas,Texas,ESPN,3.4,5.76,
2014,12/29/2020,5:30 PM,Bowl Season,Oklahoma,Clemson,ESPN,3,4.9,
2014,12/29/2020,2:00 PM,Bowl Season,Texas A&M,West Virginia,ESPN,2.2,3.3,
2014,12/30/2020,6:30 PM,Bowl Season,Georgia,Louisville,ESPN,3.8,6.41,
2014,12/30/2020,3:00 PM,Bowl Season,Notre Dame,LSU,ESPN,3.4,5.32,
2014,12/30/2020,10:00 PM,Bowl Season,Maryland,Stanford,ESPN,2.1,3.24,
2014,12/31/2020,8:00 PM,Bowl Season,Mississippi State,Georgia Tech,ESPN,5,8.94,
2014,12/31/2020,4:00 PM,Bowl Season,Boise State,Arizona,ESPN,4.6,7.41,
2014,12/31/2020,12:30 PM,Bowl Season,Ole Miss,TCU,ESPN,3.4,5.01,
2014,1/1/2020,8:30 PM,Bowl Season,Ohio State,Alabama,ESPN,15.2,28.27,
2014,1/1/2020,5:00 PM,Bowl Season,Florida State,Oregon,ESPN,14.8,28.16,
2014,1/1/2020,12:30 PM,Bowl Season,Michigan State,Baylor,ESPN,5.2,9.09,
2014,1/1/2020,12:00 PM,Bowl Season,Auburn,Wisconsin,ESPN2,3.8,6.42,
2014,1/1/2020,1:00 PM,Bowl Season,Missouri,Minnesota,ABC,3.7,6.12,
2014,1/2/2020,6:45 PM,Bowl Season,UCLA,Kansas State,ESPN,3.4,5.6,
2014,1/2/2020,3:20 PM,Bowl Season,Tennessee,Iowa,ESPN,2.6,4.11,
2014,1/2/2020,10:15 PM,Bowl Season,Oklahoma State,Washington,ESPN,2.4,4.03,
2014,1/2/2020,12:00 PM,Bowl Season,Houston,Pittsburgh,ESPN,1.5,2.11,
2014,1/3/2020,1:00 PM,Bowl Season,Florida,East Carolina,ESPN,3,4.48,
2014,1/4/2020,9:00 PM,Bowl Season,Toledo,Arkansas State,ESPN,0.9,1.37,
2014,1/12/2020,8:30 PM,Bowl Season,Ohio State,Oregon,ESPN ‘Megacast’,18.6,34.15,
2014,12/13/2020,3:00 PM,Regular Season,Army,Navy,CBS,4.1,6.26,
2014,12/4/2020,7:30 PM,Regular Season,UCF,East Carolina,ESPN,0.7,1.04,
2014,12/5/2020,9:00 PM,Regular Season,Arizona,Oregon,FOX,3.7,6,
2014,12/5/2020,7:00 PM,Regular Season,Bowling Green,Northern Illinois,ESPN2,0.5,0.692,
2014,12/6/2020,4:00 PM,Regular Season,Alabama,Missouri,CBS,7.8,12.8,
2014,12/6/2020,8:00 PM,Regular Season,Georgia Tech,Florida State,ABC,6.2,10.15,
2014,12/6/2020,8:00 PM,Regular Season,Wisconsin,Ohio State,FOX,3.5,6.13,
2014,12/6/2020,12:00 PM,Regular Season,Iowa State,TCU,ABC,2.8,4.09,
2014,12/6/2020,7:45 PM,Regular Season,Kansas State,Baylor,ESPN,1.4,2.17,
2014,12/6/2020,10:00 PM,Regular Season,Fresno State,Boise State,CBS,1,1.53,
2014,12/6/2020,12:00 PM,Regular Season,Houston,Cincinnati,ESPN,0.9,1.31,
2014,12/6/2020,3:30 PM,Regular Season,Oklahoma,Oklahoma State,FS1,0.7,1.15,
2014,12/6/2020,12:00 PM,Regular Season,Louisiana Tech,Marshall,ESPN2,0.5,0.725,
2014,12/6/2020,7:30 PM,Regular Season,Temple,Tulane,ESPN2,0.1,0.209,
2014,12/6/2020,4:00 PM,Regular Season,Alcorn State,Southern,ESPNU,0.1,0.19,
2014,11/25/2020,7:00 PM,Regular Season,Ohio,Miami (OH),ESPN2,0.4,0.564,
2014,11/27/2020,7:30 PM,Regular Season,LSU,Texas A&M,ESPN,1.4,2.91,
2014,11/27/2020,7:30 PM,Regular Season,TCU,Texas,FS1,0.7,1.31,
2014,11/28/2020,2:30 PM,Regular Season,Arkansas,Missouri,CBS,2.7,4.4,
2014,11/28/2020,12:00 PM,Regular Season,Nebraska,Iowa,ABC,2.4,3.91,
2014,11/28/2020,3:30 PM,Regular Season,Stanford,UCLA,ABC,1.9,2.93,
2014,11/28/2020,8:00 PM,Regular Season,Virginia,Virginia Tech,ESPN,1.7,3.05,
2014,11/28/2020,3:30 PM,Regular Season,Arizona State,Arizona,FOX,1.3,2.11,
2014,11/28/2020,12:00 PM,Regular Season,Western Kentucky,Marshall,FS1,0.3,0.463,
2014,11/28/2020,12:00 PM,Regular Season,UCF,South Florida,ESPN2,0.3,0.447,
2014,11/28/2020,11:00 PM,Regular Season,Northern Illinois,Western Michigan,ESPNU,0.1,0.211,
2014,11/28/2020,8:30 PM,Regular Season,East Carolina,Tulsa,ESPNU,0.1,0.165,
2014,11/29/2020,7:45 PM,Regular Season,Auburn,Alabama,ESPN,7.4,13.53,
2014,11/29/2020,12:00 PM,Regular Season,Michigan,Ohio State,ABC,4.9,8.23,
2014,11/29/2020,3:30 PM,Regular Season,Florida,Florida State,ESPN,3.5,5.96,
2014,11/29/2020,3:30 PM,Regular Season,Mississippi State,Ole Miss,CBS,3.1,5.16,
2014,11/29/2020,3:30 PM,Regular Season,Baylor,Texas Tech,ABC,2.4,2.195,
2014,11/29/2020,3:30 PM,Regular Season,Michigan State,Penn State,ABC,2.4,2.195,
2014,11/29/2020,8:00 PM,Regular Season,Oregon,Oregon State,ABC,1.9,3.3,
2014,11/29/2020,12:00 PM,Regular Season,South Carolina,Clemson,ESPN,1.3,2.02,
2014,11/29/2020,3:30 PM,Regular Season,Notre Dame,USC,FOX,1.3,2,
2014,11/29/2020,2:30 PM,Regular Season,Grambling,Southern,NBC,0.7,1.03,
2014,11/29/2020,12:00 PM,Regular Season,Kentucky,Louisville,ESPN2,0.5,0.809,
2014,11/29/2020,10:30 PM,Regular Season,Washington,Washington State,FS1,0.4,0.781,
2014,11/29/2020,7:00 PM,Regular Season,Pittsburgh,Miami (FL),ESPN2,0.4,0.678,
